Bext,Bscat,Babs
0.007406763,0.00360323,0.003803533
0.007393474,0.003598301,0.003795173
0.007380235,0.003593375,0.003786859
0.007367044,0.003588454,0.00377859
0.007353903,0.003583537,0.003770366
0.007340811,0.003578625,0.003762186
0.007327768,0.003573718,0.00375405
0.007314774,0.003568816,0.003745958
0.007301829,0.003563919,0.00373791
0.007288934,0.003559028,0.003729906
0.007276088,0.003554143,0.003721945
0.007263291,0.003549264,0.003714026
0.007250543,0.003544392,0.003706151
0.007237845,0.003539527,0.003698318
0.007225195,0.003534668,0.003690527
0.007212595,0.003529816,0.003682778
0.007200043,0.003524972,0.003675071
0.00718754,0.003520136,0.003667405
0.007175086,0.003515307,0.00365978
0.007162681,0.003510486,0.003652195
0.007150325,0.003505674,0.003644651
0.007138016,0.00350087,0.003637147
0.007125757,0.003496075,0.003629682
0.007113545,0.003491289,0.003622257
0.007101382,0.003486511,0.00361487
0.007089266,0.003481744,0.003607523
0.007077199,0.003476985,0.003600213
0.007065179,0.003472237,0.003592942
0.007053206,0.003467498,0.003585708
0.007041281,0.003462769,0.003578511
0.007029402,0.003458051,0.003571352
0.007017571,0.003453343,0.003564228
0.007005787,0.003448645,0.003557141
0.006994048,0.003443959,0.00355009
0.006982357,0.003439283,0.003543073
0.006970711,0.003434619,0.003536092
0.006959111,0.003429965,0.003529146
0.006947557,0.003425323,0.003522233
0.006936048,0.003420693,0.003515355
0.006924584,0.003416074,0.003508509
0.006913165,0.003411467,0.003501697
0.00690179,0.003406873,0.003494917
0.00689046,0.00340229,0.00348817
0.006879174,0.003397719,0.003481455
0.006867931,0.003393161,0.00347477
0.006856732,0.003388615,0.003468117
0.006845576,0.003384081,0.003461495
0.006834463,0.003379561,0.003454903
0.006823393,0.003375052,0.00344834
0.006812365,0.003370557,0.003441807
0.006801378,0.003366075,0.003435303
0.006790434,0.003361606,0.003428828
0.00677953,0.003357149,0.003422381
0.006768668,0.003352706,0.003415962
0.006757846,0.003348276,0.00340957
0.006747065,0.003343859,0.003403205
0.006736323,0.003339456,0.003396867
0.006725621,0.003335066,0.003390555
0.006714959,0.003330689,0.003384269
0.006704335,0.003326326,0.003378009
0.00669375,0.003321977,0.003371773
0.006683203,0.00331764,0.003365562
0.006672694,0.003313318,0.003359376
0.006662222,0.003309009,0.003353213
0.006651788,0.003304713,0.003347074
0.00664139,0.003300432,0.003340958
0.006631029,0.003296164,0.003334865
0.006620704,0.003291909,0.003328795
0.006610414,0.003287668,0.003322746
0.00660016,0.003283441,0.003316719
0.00658994,0.003279227,0.003310713
0.006579756,0.003275027,0.003304729
0.006569605,0.003270841,0.003298764
0.006559488,0.003266668,0.003292821
0.006549405,0.003262508,0.003286897
0.006539355,0.003258363,0.003280992
0.006529337,0.00325423,0.003275107
0.006519352,0.003250111,0.003269241
0.006509399,0.003246006,0.003263393
0.006499477,0.003241913,0.003257564
0.006489586,0.003237834,0.003251752
0.006479727,0.003233769,0.003245958
0.006469897,0.003229716,0.003240181
0.006460098,0.003225677,0.003234421
0.006450329,0.00322165,0.003228678
0.006440589,0.003217637,0.003222952
0.006430878,0.003213637,0.003217241
0.006421195,0.003209649,0.003211546
0.006411541,0.003205674,0.003205867
0.006401915,0.003201712,0.003200203
0.006392317,0.003197763,0.003194554
0.006382745,0.003193825,0.00318892
0.006373201,0.003189901,0.0031833
0.006363683,0.003185989,0.003177694
0.006354191,0.003182088,0.003172103
0.006344725,0.0031782,0.003166525
0.006335285,0.003174325,0.00316096
0.00632587,0.003170461,0.003155409
0.006316479,0.003166608,0.003149871
