7/1/2027,7/2/2027,7/3/2027,7/4/2027,7/5/2027,7/6/2027
 5.241272e+00,5.25E+00,1.68E+01,1.27E-01,2.28E+01,1.30E+00
 4.174835e+00,6.61E+00,1.64E+01,-1.70E+00,1.69E+01,-8.61E+00
 1.240848e+01,1.53E+01,1.81E+01,-7.33E+00,2.59E+01,-8.16E+00
 1.269739e+01,1.02E+01,1.84E+01,6.63E-01,1.45E+01,-8.65E+00
 1.233173e+01,1.78E+01,1.63E+01,-2.21E+00,2.40E+01,-1.34E+01
 4.915436e+00,1.12E+01,1.81E+01,-1.90E+00,2.65E+01,-9.80E+00
 1.276276e+00,5.53E+00,1.93E+01,1.46E+00,2.97E+01,-1.14E+01
 2.365784e+00,1.37E+01,1.37E+01,4.37E+00,2.87E+01,-2.37E+00
 5.748047e+00,8.94E+00,1.65E+01,-1.28E+00,2.21E+01,-6.90E+00
 4.386688e+00,1.43E+01,2.17E+01,7.44E+00,1.93E+01,-4.08E+00
 2.808655e+00,1.53E+01,1.89E+01,-1.19E+00,1.80E+01,-1.11E+01
 8.009094e+00,2.21E+01,2.38E+01,6.14E+00,2.17E+01,-5.78E+00
 6.457916e+00,1.94E+01,1.66E+01,6.93E+00,2.14E+01,-2.90E+00
 4.713989e+00,1.12E+01,1.53E+01,7.14E+00,1.87E+01,-1.78E+00
 6.806000e+00,9.38E+00,2.69E+01,6.20E+00,2.63E+01,-3.51E+00
 3.383179e+00,1.42E+01,2.38E+01,6.82E+00,2.82E+01,-4.96E+00
 7.209930e+00,6.01E+00,1.74E+01,5.71E+00,1.53E+01,-2.97E+00
 7.574829e+00,1.74E+01,2.00E+01,7.78E+00,2.56E+01,-8.55E+00
 2.565796e+00,1.76E+01,1.93E+01,7.56E+00,2.10E+01,-2.92E+00
 7.334564e+00,7.02E+00,1.87E+01,1.09E+01,2.08E+01,-1.96E+00
 4.587433e+00,1.37E+01,1.98E+01,1.08E+01,1.60E+01,-3.52E+00
 5.291443e+00,1.74E+01,2.09E+01,7.70E+00,2.55E+01,-3.08E+00
 4.352203e+00,1.84E+01,1.98E+01,4.46E+00,2.23E+01,-4.57E+00
 8.696747e+00,1.17E+01,1.75E+01,1.91E+01,2.81E+01,-5.34E+00
 1.421298e+01,1.95E+01,2.15E+01,1.53E+01,3.08E+01,-5.52E+00
 6.933929e+00,1.06E+01,1.91E+01,7.78E+00,1.82E+01,-4.15E+00
 4.992188e+00,9.66E+00,1.80E+01,1.04E+01,1.78E+01,1.42E+00
 1.899902e+00,7.61E+00,2.11E+01,1.52E+01,2.63E+01,-1.47E+01
 1.293427e+00,5.87E+00,1.34E+01,1.87E+01,2.47E+01,-2.94E+00
 3.742523e+00,1.00E+01,2.36E+01,1.05E+01,2.50E+01,-9.26E+00
 1.107523e+01,1.15E+01,1.80E+01,1.04E+01,1.88E+01,-6.12E+00
 4.528229e+00,9.39E+00,1.82E+01,1.08E+01,2.31E+01,-3.36E+00
 1.941650e+00,5.78E+00,1.39E+01,1.43E+01,2.84E+01,-9.73E+00
 5.921051e+00,3.71E+00,1.47E+01,1.64E+01,2.09E+01,-7.89E+00
 5.888245e+00,4.91E+00,2.30E+01,1.15E+01,2.58E+01,-6.39E+00
 2.693848e+00,1.21E+01,1.29E+01,8.92E+00,2.51E+01,-4.24E+00
 6.474670e+00,1.82E+01,2.14E+01,1.11E+01,2.29E+01,-5.39E+00
 5.785065e+00,1.04E+01,1.12E+01,1.23E+01,2.06E+01,-1.03E+01
 4.714905e+00,1.03E+01,1.99E+01,1.35E+01,2.31E+01,-9.84E-01
 6.334167e+00,8.64E+00,1.92E+01,1.21E+01,2.11E+01,-9.30E+00
 1.626770e+00,9.03E+00,1.82E+01,2.25E+00,2.25E+01,-6.27E+00
 1.207233e+01,1.25E+01,2.29E+01,7.27E+00,2.89E+01,-8.89E+00
 4.658203e+00,5.24E+00,1.83E+01,9.19E+00,3.06E+01,-7.70E+00
 1.080414e+00,7.52E+00,1.86E+01,1.06E+01,1.75E+01,-4.19E+00
 1.270819e+01,2.16E+01,2.05E+01,-7.55E-02,2.72E+01,5.68E-02
 5.754486e+00,5.99E+00,1.54E+01,4.43E+00,2.29E+01,-4.75E+00
 8.114929e+00,1.04E+01,2.03E+01,8.38E+00,3.43E+01,-6.10E-01
 8.837738e+00,1.91E+01,1.04E+01,8.93E+00,3.46E+01,-8.68E-01
 3.994507e+00,9.15E+00,1.44E+01,6.74E+00,2.06E+01,-1.50E+01
 2.629913e+00,6.43E+00,1.48E+01,5.62E+00,1.73E+01,-1.83E+01
 1.004309e+01,1.94E+01,1.65E+01,1.15E+01,2.69E+01,-1.17E+01
 5.313995e+00,1.49E+01,1.67E+01,7.51E+00,2.76E+01,-5.57E+00
 6.226837e+00,1.78E+01,1.88E+01,1.09E+01,2.64E+01,-4.94E+00
